户型,面积,楼层,总楼层,走向
2室1厅,97.88㎡,高层,（共29层）,南北向
3室2厅,93㎡,中层,（共6层）,南北向
1室1厅,52.52㎡,高层,（共6层）,南北向
3室2厅,121.57㎡,中层,（共6层）,南北向
3室2厅,91.21㎡,中层,（共32层）,南向
3室2厅,139.97㎡,中层,（共18层）,南向
1室1厅,55.14㎡,低层,（共30层）,南向
2室1厅,81.99㎡,中层,（共7层）,南北向
1室0厅,24㎡,中层,（共6层）,南向
2室1厅,84.23㎡,低层,（共6层）,南北向
3室2厅,98㎡,高层,（共25层）,南北向
3室2厅,130.07㎡,高层,（共25层）,南北向
2室2厅,88.28㎡,中层,（共18层）,南北向
3室2厅,110㎡,中层,（共8层）,南北向
2室1厅,95.34㎡,中层,（共6层）,南北向
2室1厅,56㎡,中层,（共6层）,南北向
2室1厅,86.91㎡,低层,（共32层）,东南向
1室1厅,23.47㎡,中层,（共7层）,东向
3室2厅,124.76㎡,中层,（共15层）,南北向
3室2厅,130.9㎡,中层,（共26层）,南北向
3室2厅,101㎡,中层,（共24层）,南北向
1室1厅,56㎡,中层,（共29层）,南北向
3室2厅,129.68㎡,高层,（共6层）,南北向
2室2厅,107.74㎡,低层,（共6层）,南北向
3室2厅,173.97㎡,中层,（共8层）,南北向
1室1厅,35.92㎡,中层,（共8层）,南向
1室1厅,40㎡,低层,（共6层）,南北向
2室1厅,86.9㎡,低层,（共7层）,南北向
3室2厅,109.62㎡,中层,（共32层）,南向
2室1厅,112.67㎡,低层,（共9层）,南北向
2室1厅,60.31㎡,高层,（共6层）,南北向
2室2厅,83.16㎡,高层,（共18层）,南向
2室1厅,89.81㎡,中层,（共7层）,南北向
2室1厅,59.19㎡,顶层,（共6层）,南北向
3室2厅,145.57㎡,中层,（共33层）,南北向
2室1厅,92.19㎡,低层,（共6层）,南北向
3室1厅,102.94㎡,低层,（共8层）,南北向
3室2厅,132.23㎡,低层,（共33层）,南北向
2室1厅,69.35㎡,高层,（共6层）,南北向
2室1厅,79.81㎡,低层,（共17层）,南向
1室0厅,19.02㎡,低层,（共3层）,南向
3室2厅,130㎡,低层,（共30层）,南北向
2室1厅,71.2㎡,中层,（共29层）,西南向
1室1厅,31.76㎡,中层,（共6层）,东向
1室1厅,35㎡,顶层,（共7层）,南向
3室2厅,146.2㎡,中层,（共30层）,南北向
3室2厅,128.06㎡,中层,（共6层）,南向
3室2厅,144.74㎡,高层,（共7层）,南北向
3室1厅,101.68㎡,中层,（共6层）,南北向
2室1厅,107.28㎡,中层,（共18层）,南北向
4室2厅,181.18㎡,高层,（共7层）,南北向
2室2厅,106㎡,顶层,（共6层）,南北向
2室1厅,104.13㎡,低层,（共7层）,南北向
1室1厅,38.81㎡,高层,（共7层）,西向
4室2厅,138㎡,中层,（共9层）,南北向
3室1厅,97.73㎡,低层,（共11层）,南北向
2室2厅,115.3㎡,中层,（共18层）,南北向
3室2厅,93㎡,低层,（共22层）,南北向
2室1厅,61.97㎡,中层,（共6层）,南北向
3室2厅,129.72㎡,中层,（共16层）,南北向
3室2厅,120.48㎡,低层,（共6层）,南北向
2室1厅,57.95㎡,中层,（共7层）,南北向
2室1厅,103.95㎡,中层,（共6层）,南北向
3室2厅,125㎡,顶层,（共3层）,南北向
3室2厅,152.5㎡,高层,（共18层）,南北向
2室1厅,57㎡,顶层,（共6层）,南向
4室2厅,128㎡,高层,（共11层）,南北向
2室1厅,100.94㎡,顶层,（共6层）,南北向
3室2厅,114.96㎡,中层,（共7层）,南北向
2室1厅,55㎡,高层,（共6层）,南北向
1室1厅,34㎡,低层,（共6层）,东南北向
4室3厅,144.08㎡,高层,（共23层）,南向
1室1厅,40.18㎡,中层,（共6层）,南北向
2室2厅,88.62㎡,中层,（共24层）,南向
1室0厅,25㎡,顶层,（共3层）,南向
3室2厅,122㎡,高层,（共30层）,南向
3室2厅,187㎡,中层,（共6层）,南北向
2室1厅,79.03㎡,高层,（共19层）,东北向
1室1厅,29.02㎡,中层,（共6层）,南向
2室2厅,82.87㎡,中层,（共18层）,南北向
3室2厅,108㎡,高层,（共24层）,南北向
3室2厅,162㎡,顶层,（共7层）,南向
3室2厅,129㎡,低层,（共6层）,南北向
1室1厅,24.94㎡,顶层,（共6层）,南向
2室2厅,86㎡,中层,（共18层）,南北向
2室1厅,84.44㎡,顶层,（共33层）,东南向
1室1厅,25.24㎡,高层,（共7层）,南向
3室2厅,143㎡,中层,（共28层）,南北向
3室2厅,208.21㎡,中层,（共27层）,南北向
1室0厅,25㎡,顶层,（共3层）,西北向
3室2厅,96㎡,低层,（共18层）,南北向
3室2厅,102㎡,中层,（共18层）,南北向
3室2厅,95㎡,高层,（共33层）,南向
1室1厅,36.95㎡,高层,（共7层）,东向
2室1厅,59.79㎡,高层,（共6层）,南北向
2室1厅,72.38㎡,中层,（共6层）,南北向
3室1厅,105㎡,中层,（共7层）,南北向
2室1厅,94.18㎡,高层,（共22层）,南北向
3室2厅,126.24㎡,低层,（共31层）,南北向
2室1厅,86.13㎡,高层,（共26层）,南北向
3室2厅,160.52㎡,中层,（共26层）,南北向
1室1厅,24.89㎡,中层,（共6层）,西向
2室1厅,65.81㎡,中层,（共6层）,南北向
3室2厅,128㎡,高层,（共5层）,南北向
3室2厅,94㎡,顶层,（共18层）,南北向
2室1厅,90.35㎡,中层,（共7层）,东南北向
2室1厅,76㎡,高层,（共25层）,南向
3室2厅,107.77㎡,高层,（共24层）,南北向
1室1厅,45.96㎡,低层,（共61层）,北向
3室1厅,113.26㎡,中层,（共11层）,南北向
3室2厅,153㎡,高层,（共26层）,南北向
2室1厅,100.6㎡,顶层,（共4层）,南北向
2室1厅,79㎡,低层,（共18层）,南北向
2室1厅,95.45㎡,高层,（共6层）,南向
4室2厅,216㎡,中层,（共30层）,南向
4室2厅,210㎡,中层,（共31层）,南北向
2室1厅,83.57㎡,高层,（共7层）,东向
2室2厅,82.47㎡,中层,（共11层）,南向
1室1厅,32.21㎡,顶层,（共6层）,南北向
2室1厅,120㎡,高层,（共43层）,西南向
2室2厅,90.88㎡,低层,（共32层）,南向
1室1厅,32.27㎡,顶层,（共6层）,南向
3室2厅,100㎡,高层,（共7层）,南北向
3室1厅,80.85㎡,中层,（共6层）,南北向
2室1厅,50.8㎡,顶层,（共6层）,东北向
2室2厅,94㎡,低层,（共32层）,南向
3室2厅,114.25㎡,高层,（共28层）,东向
1室1厅,27.16㎡,顶层,（共6层）,西向
1室1厅,15.22㎡,顶层,（共2层）,南向
2室1厅,77.27㎡,高层,（共16层）,南向
3室2厅,134㎡,中层,（共8层）,南向
1室1厅,24.82㎡,高层,（共6层）,南向
3室1厅,75㎡,中层,（共13层）,南北向
2室2厅,110㎡,低层,（共25层）,南北向
2室2厅,90㎡,低层,（共19层）,南向
2室2厅,85㎡,中层,（共10层）,南北向
2室2厅,92㎡,中层,（共47层）,南北向
2室1厅,85㎡,高层,（共43层）,东南向
3室2厅,126.63㎡,高层,（共5层）,南北向
2室1厅,93.49㎡,低层,（共24层）,南北向
2室1厅,85.96㎡,中层,（共26层）,南北向
3室2厅,128㎡,中层,（共6层）,南北向
2室1厅,87㎡,顶层,（共25层）,南向
1室1厅,52.94㎡,中层,（共6层）,南向
3室2厅,128㎡,高层,（共16层）,南北向
3室1厅,129.05㎡,中层,（共4层）,南北向
2室2厅,95㎡,中层,（共5层）,南向
3室2厅,108㎡,高层,（共5层）,南北向
3室2厅,122㎡,低层,（共28层）,南向
2室1厅,83.17㎡,中层,（共32层）,南向
1室1厅,63.13㎡,高层,（共27层）,南向
2室2厅,86㎡,高层,（共34层）,南北向
3室2厅,152.97㎡,中层,（共9层）,南北向
3室1厅,104.36㎡,中层,（共6层）,南北向
2室1厅,93.75㎡,中层,（共32层）,南北向
2室2厅,98.71㎡,中层,（共15层）,南北向
3室2厅,98.38㎡,中层,（共11层）,南北向
1室1厅,15㎡,高层,（共4层）,南向
3室2厅,109.23㎡,低层,（共11层）,南北向
3室2厅,144.08㎡,低层,（共23层）,南向
4室2厅,209㎡,中层,（共6层）,南北向
1室1厅,25.46㎡,高层,（共5层）,南向
2室1厅,73.94㎡,顶层,（共6层）,南北向
3室2厅,140㎡,中层,（共7层）,南北向
3室2厅,143.53㎡,高层,（共17层）,南北向
1室1厅,28㎡,低层,（共6层）,南向
2室2厅,83.55㎡,中层,（共20层）,南北向
1室1厅,22.64㎡,顶层,（共2层）,南向
2室1厅,95.04㎡,高层,（共43层）,西南向
2室1厅,38.7㎡,中层,（共5层）,南北向
3室2厅,161.45㎡,高层,（共9层）,南北向
3室2厅,113.53㎡,低层,（共17层）,南北向
2室2厅,95.13㎡,低层,（共9层）,南北向
1室1厅,36.84㎡,高层,（共6层）,北向
2室2厅,100.2㎡,低层,（共33层）,南向
3室2厅,116.8㎡,高层,（共19层）,南北向
2室1厅,81.57㎡,低层,（共6层）,南北向
3室2厅,92.54㎡,高层,（共18层）,南北向
2室1厅,58.88㎡,顶层,（共7层）,西南向
3室2厅,156㎡,高层,（共30层）,南北向
2室1厅,105.53㎡,低层,（共6层）,南北向
2室1厅,87㎡,高层,（共5层）,南北向
2室1厅,87.7㎡,低层,（共33层）,南向
1室1厅,51.58㎡,中层,（共7层）,东向
2室1厅,96.75㎡,中层,（共6层）,南北向
3室1厅,78.11㎡,顶层,（共28层）,南向
1室1厅,25.66㎡,顶层,（共6层）,南向
3室2厅,120㎡,低层,（共26层）,南向
2室1厅,105.53㎡,低层,（共6层）,南北向
3室2厅,89㎡,中层,（共9层）,南北向
1室1厅,37.45㎡,中层,（共6层）,东南向
3室2厅,89㎡,低层,（共11层）,南北向
3室2厅,123㎡,顶层,（共10层）,南向
2室1厅,80.58㎡,中层,（共6层）,南北向
1室1厅,42.09㎡,中层,（共48层）,北向
2室1厅,66.12㎡,中层,（共6层）,南向
2室1厅,80.95㎡,中层,（共7层）,南北向
3室2厅,98.62㎡,低层,（共11层）,南北向
1室1厅,46.92㎡,低层,（共48层）,南北向
3室2厅,141㎡,低层,（共33层）,南向
4室2厅,161.41㎡,中层,（共8层）,南向
2室2厅,106.02㎡,顶层,（共5层）,南北向
3室2厅,174.98㎡,中层,（共17层）,南向
4室2厅,256.44㎡,高层,（共7层）,南北向
3室2厅,89.18㎡,中层,（共8层）,南北向
3室1厅,99.15㎡,低层,（共18层）,南北向
2室1厅,98㎡,高层,（共16层）,南向
2室1厅,82㎡,中层,（共25层）,南北向
2室2厅,116.78㎡,低层,（共9层）,南向
1室1厅,25.25㎡,中层,（共7层）,南向
2室1厅,59.4㎡,高层,（共6层）,东西向
3室2厅,98㎡,中层,（共18层）,南北向
3室2厅,146.29㎡,高层,（共18层）,南北向
2室2厅,90㎡,高层,（共11层）,南北向
2室2厅,86㎡,低层,（共17层）,南向
2室2厅,87.83㎡,低层,（共31层）,南北向
3室2厅,107.15㎡,中层,（共11层）,南北向
2室2厅,86.22㎡,中层,（共34层）,南向
1室1厅,26.74㎡,顶层,（共2层）,东向
1室0厅,18㎡,顶层,（共2层）,南北向
2室2厅,83.37㎡,高层,（共26层）,南向
1室1厅,25.91㎡,高层,（共4层）,南向
3室2厅,109㎡,中层,（共7层）,南北向
2室1厅,79.23㎡,中层,（共6层）,南向
1室1厅,22.4㎡,顶层,（共6层）,南向
2室1厅,66.95㎡,中层,（共5层）,南北向
3室1厅,117㎡,中层,（共15层）,南北向
2室2厅,97㎡,高层,（共5层）,南向
3室2厅,91㎡,低层,（共18层）,南北向
2室0厅,25㎡,顶层,（共2层）,南向
3室2厅,135.46㎡,低层,（共13层）,南向
3室2厅,123.29㎡,高层,（共18层）,南北向
3室2厅,116.69㎡,高层,（共23层）,南向
2室2厅,92㎡,高层,（共15层）,南向
3室1厅,124㎡,高层,（共6层）,南向
3室2厅,150.14㎡,中层,（共5层）,南北向
3室2厅,200㎡,高层,（共43层）,西南向
2室1厅,78.98㎡,低层,（共17层）,南向
1室1厅,42㎡,顶层,（共7层）,南北向
3室2厅,111㎡,高层,（共7层）,南北向
2室2厅,100.21㎡,低层,（共6层）,南向
2室2厅,89㎡,低层,（共17层）,南北向
3室2厅,107.19㎡,顶层,（共7层）,南北向
3室2厅,96㎡,低层,（共18层）,南北向
1室1厅,42.21㎡,高层,（共6层）,南北向
3室2厅,95㎡,高层,（共11层）,南北向
3室2厅,124㎡,高层,（共11层）,南向
3室1厅,103.3㎡,低层,（共7层）,南北向
3室2厅,109㎡,高层,（共10层）,南北向
2室2厅,88.84㎡,中层,（共7层）,南向
4室2厅,140㎡,中层,（共33层）,南向
3室1厅,70㎡,高层,（共6层）,东西向
1室2厅,43.15㎡,中层,（共20层）,南北向
3室2厅,95.03㎡,高层,（共6层）,南北向
3室2厅,150㎡,中层,（共17层）,南向
3室2厅,100.75㎡,顶层,（共33层）,南北向
3室2厅,98㎡,中层,（共17层）,南北向
1室1厅,32㎡,低层,（共6层）,南向
3室2厅,88㎡,中层,（共8层）,南北向
2室1厅,51.01㎡,低层,（共6层）,西向
2室2厅,61.78㎡,中层,（共8层）,西北向
3室2厅,143.92㎡,低层,（共6层）,南北向
3室2厅,154.09㎡,顶层,（共6层）,南向
3室2厅,96㎡,中层,（共18层）,南向
3室2厅,106.11㎡,中层,（共33层）,南北向
3室2厅,135㎡,中层,（共8层）,南北向
2室2厅,98.8㎡,高层,（共10层）,南北向
1室1厅,51.54㎡,顶层,（共6层）,西南向
3室1厅,132.96㎡,高层,（共14层）,南向
2室1厅,80.07㎡,中层,（共7层）,南北向
2室2厅,85.37㎡,中层,（共33层）,南向
2室1厅,21㎡,顶层,（共2层）,南向
2室1厅,78㎡,高层,（共5层）,南向
3室2厅,139.67㎡,低层,（共11层）,南向
2室2厅,80㎡,高层,（共24层）,南北向
2室2厅,86.15㎡,顶层,（共6层）,南向
1室1厅,41.51㎡,顶层,（共6层）,南北向
2室1厅,109.27㎡,高层,（共9层）,南向
3室2厅,125㎡,中层,（共23层）,南向
3室2厅,149.32㎡,中层,（共18层）,南向
3室2厅,114㎡,高层,（共25层）,南北向
2室2厅,101.67㎡,中层,（共17层）,南北向
4室2厅,105.48㎡,高层,（共34层）,南北向
2室1厅,27㎡,顶层,（共6层）,南北向
3室2厅,137㎡,中层,（共29层）,南向
3室2厅,125.31㎡,中层,（共23层）,南北向
3室2厅,98㎡,低层,（共15层）,南北向
3室2厅,159.68㎡,中层,（共24层）,南北向
3室1厅,73.7㎡,低层,（共6层）,南北向
3室2厅,113.8㎡,高层,（共22层）,南北向
1室1厅,29.24㎡,中层,（共6层）,南北向
1室0厅,9.66㎡,低层,（共3层）,南北向
3室2厅,90.02㎡,中层,（共33层）,南北向
2室1厅,78.13㎡,高层,（共6层）,东西向
1室1厅,30㎡,低层,（共3层）,南向
2室1厅,93.7㎡,中层,（共27层）,南向
3室2厅,108㎡,中层,（共17层）,南北向
1室1厅,24.9㎡,顶层,（共6层）,南向
2室2厅,92.4㎡,中层,（共26层）,南向
1室1厅,18㎡,顶层,（共2层）,南向
2室1厅,85.24㎡,中层,（共18层）,南北向
2室1厅,85㎡,低层,（共43层）,东南向
1室0厅,25㎡,低层,（共6层）,南向
2室2厅,122.6㎡,低层,（共12层）,东向
1室1厅,72㎡,低层,（共22层）,南向
2室2厅,84.51㎡,低层,（共11层）,南北向
3室2厅,127㎡,中层,（共9层）,南向
2室2厅,66㎡,高层,（共18层）,南北向
3室2厅,125.79㎡,高层,（共31层）,南北向
1室2厅,78㎡,中层,（共9层）,南北向
4室2厅,179.2㎡,高层,（共23层）,南向
4室2厅,158.71㎡,低层,（共7层）,南向
2室1厅,57.05㎡,低层,（共7层）,南北向
1室1厅,100㎡,高层,（共43层）,西南向
2室1厅,50.25㎡,中层,（共5层）,南北向
2室2厅,109.72㎡,低层,（共9层）,西南北向
2室1厅,79.7㎡,顶层,（共6层）,南北向
2室1厅,100.15㎡,高层,（共34层）,西南向
3室2厅,90㎡,中层,（共14层）,南北向
3室2厅,99㎡,中层,（共18层）,南北向
3室2厅,166.38㎡,低层,（共7层）,南北向
3室2厅,192.02㎡,低层,（共10层）,南北向
2室1厅,59㎡,低层,（共7层）,南北向
3室2厅,88㎡,高层,（共11层）,南北向
2室2厅,103.85㎡,中层,（共24层）,南向
3室2厅,87㎡,低层,（共15层）,南北向
2室1厅,49.96㎡,中层,（共6层）,东西向
2室1厅,104㎡,低层,（共24层）,南北向
2室1厅,50㎡,中层,（共6层）,南北向
3室2厅,101㎡,中层,（共11层）,南北向
1室1厅,30㎡,高层,（共6层）,南向
1室0厅,33.48㎡,顶层,（共6层）,南向
3室1厅,127.59㎡,低层,（共6层）,南北向
2室1厅,82.64㎡,顶层,（共11层）,南北向
1室1厅,54.35㎡,中层,（共6层）,南北向
3室1厅,110.71㎡,高层,（共18层）,南北向
1室1厅,39㎡,中层,（共6层）,南向
1室1厅,29.96㎡,低层,（共6层）,南北向
1室0厅,12.17㎡,中层,（共4层）,东北向
1室1厅,44.77㎡,顶层,（共6层）,南北向
1室0厅,20㎡,低层,（共3层）,西南向
2室1厅,76.47㎡,高层,（共6层）,南北向
3室2厅,116.02㎡,中层,（共6层）,南北向
1室1厅,22.88㎡,顶层,（共3层）,东南向
3室2厅,89.3㎡,中层,（共26层）,南北向
1室1厅,34.09㎡,高层,（共29层）,北向
1室1厅,24.85㎡,中层,（共7层）,西向
3室2厅,127.59㎡,中层,（共6层）,南北向
3室2厅,126㎡,中层,（共11层）,南向
1室1厅,41.17㎡,高层,（共7层）,东西向
3室2厅,107㎡,中层,（共29层）,南向
1室1厅,42㎡,中层,（共6层）,南向
2室1厅,72.97㎡,低层,（共6层）,南向
3室1厅,96.79㎡,低层,（共18层）,南北向
3室2厅,114.5㎡,中层,（共21层）,南北向
2室1厅,55㎡,顶层,（共6层）,南北向
1室1厅,35㎡,中层,（共6层）,南北向
1室1厅,21.08㎡,中层,（共6层）,南向
1室0厅,11.58㎡,顶层,（共2层）,南北向
3室2厅,109㎡,顶层,（共24层）,南北向
3室2厅,166㎡,中层,（共17层）,南向
2室2厅,109.2㎡,低层,（共24层）,南北向
3室2厅,122㎡,低层,（共11层）,南向
3室2厅,128㎡,低层,（共10层）,南北向
1室1厅,45㎡,顶层,（共4层）,南北向
3室2厅,110.41㎡,高层,（共8层）,南北向
1室1厅,33.21㎡,顶层,（共5层）,南向
3室2厅,87㎡,低层,（共9层）,南北向
4室2厅,177㎡,高层,（共7层）,南北向
2室2厅,110.11㎡,高层,（共7层）,东向
3室2厅,88.53㎡,中层,（共18层）,南向
1室1厅,14.54㎡,顶层,（共6层）,南向
1室0厅,23.45㎡,高层,（共6层）,西北向
2室1厅,38.22㎡,顶层,（共6层）,南向
3室1厅,100.06㎡,中层,（共27层）,南向
3室2厅,180㎡,低层,（共43层）,南向
2室1厅,81.97㎡,中层,（共8层）,东西向
2室1厅,30.3㎡,顶层,（共3层）,南北向
3室2厅,100㎡,中层,（共15层）,南北向
3室2厅,128.06㎡,中层,（共21层）,南北向
3室2厅,143㎡,中层,（共17层）,南北向
2室1厅,96.41㎡,高层,（共15层）,东南向
4室2厅,130.88㎡,低层,（共7层）,南北向
2室2厅,85.24㎡,高层,（共18层）,南向
2室1厅,64.91㎡,高层,（共27层）,南北向
3室1厅,85㎡,低层,（共15层）,南向
1室1厅,62.47㎡,中层,（共30层）,南北向
1室1厅,56.98㎡,低层,（共31层）,南北向
3室2厅,112㎡,中层,（共31层）,南北向
2室1厅,83.57㎡,高层,（共7层）,南向
2室1厅,86㎡,中层,（共6层）,南北向
3室2厅,106.11㎡,低层,（共33层）,南北向
3室2厅,106.83㎡,中层,（共23层）,南北向
1室1厅,60㎡,中层,（共18层）,南北向
3室1厅,70㎡,中层,（共13层）,南向
2室2厅,88.77㎡,中层,（共33层）,南向
2室2厅,76㎡,中层,（共15层）,南北向
2室1厅,89㎡,高层,（共10层）,南向
2室1厅,115㎡,低层,（共43层）,东北向
2室2厅,87㎡,低层,（共16层）,南北向
2室2厅,76㎡,中层,（共17层）,南北向
3室1厅,89㎡,低层,（共19层）,南向
3室2厅,130.9㎡,中层,（共26层）,南北向
1室1厅,26.2㎡,中层,（共6层）,南向
3室2厅,96.37㎡,低层,（共18层）,南向
3室2厅,137㎡,中层,（共25层）,南向
3室2厅,107.3㎡,中层,（共26层）,南北向
4室2厅,123.14㎡,低层,（共18层）,南北向
1室1厅,63.36㎡,低层,（共7层）,南北向
3室1厅,83.92㎡,高层,（共6层）,南北向
2室1厅,83.83㎡,中层,（共18层）,南北向
3室1厅,113.66㎡,低层,（共25层）,南北向
1室1厅,26.2㎡,中层,（共6层）,南向
2室2厅,87.8㎡,低层,（共11层）,南北向
2室2厅,121.18㎡,低层,（共28层）,南向
3室2厅,139.38㎡,高层,（共8层）,南北向
1室1厅,67.37㎡,低层,（共31层）,西北向
3室2厅,168.94㎡,中层,（共15层）,南北向
4室2厅,120.02㎡,高层,（共17层）,南北向
2室1厅,93.61㎡,顶层,（共18层）,南北向
3室2厅,121㎡,低层,（共18层）,南北向
3室2厅,221.64㎡,高层,（共31层）,南北向
3室2厅,127.74㎡,低层,（共27层）,南北向
3室2厅,169.94㎡,高层,（共26层）,南北向
3室2厅,91.99㎡,中层,（共27层）,南北向
2室2厅,80.65㎡,低层,（共18层）,南北向
3室2厅,137.73㎡,低层,（共6层）,南北向
2室1厅,94.65㎡,低层,（共18层）,南向
3室2厅,126.79㎡,中层,（共7层）,南北向
1室1厅,58㎡,高层,（共6层）,南向
3室2厅,94.25㎡,高层,（共22层）,南北向
2室1厅,90㎡,中层,（共31层）,南向
2室1厅,93㎡,顶层,（共6层）,南北向
2室1厅,103㎡,顶层,（共6层）,南北向
2室1厅,95.29㎡,中层,（共6层）,南北向
2室1厅,110.45㎡,中层,（共6层）,南北向
1室1厅,63㎡,中层,（共18层）,南向
1室0厅,20㎡,低层,（共3层）,西南向
2室1厅,110.45㎡,高层,（共7层）,南北向
2室1厅,110㎡,中层,（共6层）,南北向
2室1厅,59.72㎡,高层,（共7层）,南北向
4室2厅,157.96㎡,高层,（共6层）,南北向
2室1厅,88.61㎡,低层,（共28层）,南北向
1室1厅,49.14㎡,低层,（共6层）,南向
1室1厅,77.99㎡,高层,（共26层）,南北向
3室2厅,137.26㎡,低层,（共33层）,南北向
1室1厅,51.18㎡,中层,（共7层）,南向
1室1厅,49.01㎡,中层,（共10层）,西向
2室1厅,113.83㎡,中层,（共11层）,南北向
1室1厅,34.26㎡,低层,（共22层）,南向
3室2厅,146.33㎡,高层,（共11层）,南向
1室1厅,34.42㎡,中层,（共8层）,东向
3室1厅,128.49㎡,中层,（共11层）,西北向
1室1厅,35.11㎡,中层,（共8层）,西向
3室2厅,136.64㎡,中层,（共13层）,南北向
2室1厅,110.66㎡,低层,（共6层）,南北向
1室1厅,30.92㎡,顶层,（共6层）,南向
2室1厅,89.74㎡,中层,（共33层）,南向
2室1厅,84.88㎡,中层,（共7层）,南北向
2室2厅,90.07㎡,中层,（共26层）,南向
7室2厅,266.08㎡,高层,（共6层）,南北向
2室1厅,112.2㎡,中层,（共25层）,南北向
1室1厅,49.2㎡,中层,（共10层）,东向
2室1厅,70.15㎡,中层,（共10层）,东西向
1室1厅,74.57㎡,高层,（共7层）,南向
2室1厅,90.07㎡,中层,（共26层）,南向
1室1厅,49.2㎡,中层,（共10层）,东向
2室1厅,54.1㎡,中层,（共8层）,西向
3室2厅,155.67㎡,中层,（共10层）,南北向
2室1厅,113.83㎡,高层,（共11层）,南北向
3室2厅,139.17㎡,高层,（共24层）,南北向
2室1厅,55.23㎡,高层,（共14层）,北向
1室1厅,29.95㎡,中层,（共7层）,南向
2室2厅,88.19㎡,低层,（共27层）,南向
1室1厅,35.17㎡,高层,（共6层）,西向
1室1厅,37.04㎡,中层,（共7层）,东向
2室1厅,59.12㎡,中层,（共6层）,南北向
3室2厅,223.19㎡,中层,（共6层）,西北向
3室2厅,181.75㎡,中层,（共11层）,南北向
3室2厅,149.12㎡,中层,（共11层）,南北向
1室1厅,55.92㎡,中层,（共14层）,北向
2室1厅,67.23㎡,中层,（共8层）,东西向
2室2厅,88.95㎡,高层,（共26层）,南向
1室1厅,53.23㎡,低层,（共30层）,西向
3室2厅,127.14㎡,低层,（共25层）,东南向
3室1厅,107.57㎡,低层,（共7层）,南北向
2室1厅,70.15㎡,中层,（共10层）,东西向
1室1厅,40.09㎡,中层,（共7层）,南向
1室1厅,40.93㎡,高层,（共6层）,南向
1室1厅,41.26㎡,中层,（共6层）,南向
2室2厅,118.76㎡,中层,（共12层）,南北向
2室1厅,53.17㎡,中层,（共5层）,南北向
2室1厅,88.63㎡,高层,（共28层）,南北向
2室1厅,45.68㎡,高层,（共5层）,南向
2室1厅,85.54㎡,中层,（共18层）,南北向
2室1厅,105.98㎡,高层,（共6层）,南北向
2室2厅,93.66㎡,低层,（共33层）,南北向
2室1厅,110.05㎡,低层,（共22层）,南北向
3室2厅,138.81㎡,低层,（共17层）,南北向
3室2厅,142.92㎡,中层,（共11层）,南北向
2室2厅,115.11㎡,低层,（共7层）,南北向
1室1厅,39.56㎡,中层,（共8层）,南向
1室1厅,49.01㎡,低层,（共10层）,西向
3室2厅,117.99㎡,中层,（共5层）,南北向
2室1厅,101.45㎡,高层,（共32层）,南北向
2室1厅,104.95㎡,高层,（共6层）,南北向
2室1厅,71.34㎡,低层,（共7层）,东西向
1室1厅,49.2㎡,中层,（共10层）,东向
1室1厅,38㎡,高层,（共7层）,东南向
2室1厅,68.63㎡,中层,（共14层）,南向
1室1厅,34.86㎡,高层,（共6层）,西向
2室1厅,113.83㎡,高层,（共11层）,南向
2室1厅,55.05㎡,中层,（共8层）,北向
1室1厅,50.38㎡,低层,（共10层）,南向
1室2厅,77.82㎡,低层,（共33层）,南向
2室1厅,73.58㎡,中层,（共7层）,东向
2室1厅,87.75㎡,低层,（共33层）,南北向
3室1厅,146.48㎡,中层,（共28层）,南北向
2室1厅,106.72㎡,中层,（共6层）,南北向
4室2厅,173.65㎡,中层,（共28层）,南北向
1室1厅,57.99㎡,高层,（共30层）,北向
2室1厅,86.5㎡,低层,（共11层）,南北向
2室1厅,54.47㎡,高层,（共8层）,南北向
1室1厅,25.62㎡,中层,（共7层）,东南向
2室1厅,55.8㎡,高层,（共5层）,南北向
2室1厅,95.99㎡,高层,（共33层）,南北向
2室1厅,73.87㎡,高层,（共8层）,西向
1室1厅,50.66㎡,中层,（共10层）,南向
2室1厅,55.63㎡,高层,（共7层）,南北向
2室1厅,62.11㎡,高层,（共6层）,东西向
1室1厅,37㎡,中层,（共6层）,东南向
2室1厅,82.95㎡,低层,（共6层）,南北向
1室1厅,48.71㎡,低层,（共10层）,东向
1室1厅,51.74㎡,低层,（共30层）,东南向
1室1厅,55.92㎡,中层,（共14层）,北向
1室1厅,62.95㎡,高层,（共21层）,东南向
1室1厅,60.09㎡,中层,（共21层）,东向
3室2厅,165.4㎡,高层,（共28层）,南北向
1室1厅,36.86㎡,高层,（共6层）,南向
3室2厅,264.21㎡,低层,（共33层）,西北向
2室1厅,68.47㎡,中层,（共7层）,东南向
1室1厅,39.58㎡,高层,（共7层）,西向
2室2厅,99.88㎡,高层,（共6层）,南北向
1室1厅,38.57㎡,中层,（共8层）,东向
2室1厅,95.19㎡,中层,（共7层）,南北向
2室1厅,87.45㎡,高层,（共10层）,南北向
1室1厅,62.95㎡,高层,（共21层）,西向
2室1厅,36.84㎡,低层,（共6层）,南北向
2室1厅,70.79㎡,低层,（共10层）,南北向
2室1厅,122.2㎡,高层,（共18层）,南北向
1室1厅,36.8㎡,低层,（共7层）,南向
2室1厅,49.48㎡,中层,（共10层）,北向
3室2厅,122.1㎡,中层,（共11层）,南北向
4室2厅,173.34㎡,中层,（共27层）,南北向
3室2厅,160.37㎡,中层,（共6层）,南北向
